,market,funding_total_usd,region,city,funding_rounds,Founding_year,first_funding_year,last_funding_year,first_funding_gap,last_funding_gap,first_last_funding_gap,success
27890,309,6000000.0,131,531,1,0.0,2005.0,2005,0.0,0.0,0.0,1
27895,148,841991.0,96,100,1,2006.0,2009.0,2009,3.0,3.0,0.0,1
27904,286,4000000.0,38,210,1,2002.0,2006.0,2006,4.0,4.0,0.0,1
27913,309,375000.0,138,259,1,2006.0,2008.0,2008,2.0,2.0,0.0,0
27918,210,0.0,131,398,1,0.0,2008.0,2008,0.0,0.0,0.0,0
27921,293,50000.0,104,449,1,2008.0,2010.0,2010,2.0,2.0,0.0,0
27935,63,3500000.0,17,344,1,2007.0,2010.0,2010,3.0,3.0,0.0,0
27944,102,4360000.0,17,701,1,2005.0,2011.0,2011,6.0,6.0,0.0,0
27952,1,7500000.0,131,569,4,2007.0,2008.0,2013,1.0,6.0,5.0,1
27962,137,0.0,79,362,1,2009.0,2010.0,2010,1.0,1.0,0.0,0
27970,202,1550000.0,30,139,2,2010.0,2011.0,2012,1.0,2.0,1.0,0
27980,309,112000.0,104,449,1,2011.0,2012.0,2012,1.0,1.0,0.0,0
27987,208,60000.0,6,299,1,2007.0,2009.0,2009,2.0,2.0,0.0,0
27998,42,10000.0,9,34,1,2007.0,2010.0,2010,3.0,3.0,0.0,0
28016,56,18700000.0,11,38,3,2009.0,2009.0,2011,0.0,2.0,2.0,1
28017,162,4000000.0,17,74,2,2007.0,2009.0,2011,2.0,4.0,2.0,1
28027,105,1000000.0,131,432,2,2008.0,2009.0,2009,1.0,1.0,0.0,0
28045,56,0.0,131,569,1,2008.0,2009.0,2009,1.0,1.0,0.0,0
28058,309,4000000.0,131,569,1,2009.0,2012.0,2012,3.0,3.0,0.0,1
28077,137,430000.0,131,486,3,2007.0,2006.0,2007,-1.0,0.0,1.0,1
28084,79,0.0,131,486,1,0.0,2007.0,2007,0.0,0.0,0.0,0
28088,268,20000000.0,131,569,2,1999.0,2006.0,2006,7.0,7.0,0.0,1
28097,29,7616765.0,17,99,2,2004.0,2009.0,2013,5.0,9.0,4.0,0
28115,309,8900000.0,98,652,1,1995.0,2007.0,2007,12.0,12.0,0.0,1
28127,327,20500000.0,140,75,1,1999.0,2001.0,2001,2.0,2.0,0.0,0
28135,79,0.0,159,534,1,0.0,2009.0,2009,0.0,0.0,0.0,1
28141,294,28000000.0,79,255,4,2003.0,2007.0,2010,4.0,7.0,3.0,0
28147,49,1000000.0,22,367,1,2011.0,2012.0,2012,1.0,1.0,0.0,1
28153,88,40800000.0,131,166,4,0.0,2001.0,2008,0.0,0.0,7.0,1
28178,346,0.0,136,563,2,0.0,2007.0,2008,0.0,0.0,1.0,0
28179,137,3500000.0,131,486,2,2007.0,2008.0,2009,1.0,2.0,1.0,1
28180,79,0.0,80,364,1,2007.0,2007.0,2007,0.0,0.0,0.0,1
28192,126,400000.0,131,569,1,2010.0,2010.0,2010,0.0,0.0,0.0,0
28197,346,6000000.0,131,624,1,2005.0,2006.0,2006,1.0,1.0,0.0,0
28198,79,2000000.0,104,449,1,0.0,2009.0,2009,0.0,0.0,0.0,0
28219,309,378000.0,131,569,1,2003.0,2006.0,2006,3.0,3.0,0.0,0
28224,148,20000.0,126,64,1,2006.0,2012.0,2012,6.0,6.0,0.0,0
28225,102,30000000.0,17,99,1,2006.0,2008.0,2008,2.0,2.0,0.0,0
28252,23,3100000.0,30,139,1,2009.0,2009.0,2009,0.0,0.0,0.0,0
28259,123,19000.0,9,338,1,2012.0,2012.0,2012,0.0,0.0,0.0,0
28267,210,1875000.0,131,569,1,2013.0,2013.0,2013,0.0,0.0,0.0,1
28313,220,95500000.0,79,362,3,2005.0,2007.0,2012,2.0,7.0,5.0,1
28316,29,100000000.0,30,599,2,0.0,2008.0,2012,0.0,0.0,4.0,0
28321,220,3200000.0,43,658,1,0.0,2008.0,2008,0.0,0.0,0.0,0
28354,146,38000903.0,131,624,5,2007.0,2011.0,2013,4.0,6.0,2.0,0
28386,282,6600000.0,140,52,2,2006.0,2008.0,2009,2.0,3.0,1.0,1
28388,291,2401536.0,38,76,3,2009.0,2010.0,2012,1.0,3.0,2.0,1
28401,286,38700000.0,131,624,2,1997.0,2006.0,2009,9.0,12.0,3.0,1
28408,309,13400000.0,11,38,2,2003.0,2006.0,2007,3.0,4.0,1.0,0
28416,47,7921580.0,105,527,3,2009.0,2009.0,2012,0.0,3.0,3.0,0
28421,137,0.0,79,583,1,0.0,2007.0,2007,0.0,0.0,0.0,0
28432,79,0.0,11,38,1,2006.0,2006.0,2006,0.0,0.0,0.0,1
28433,206,128000000.0,79,2,1,1996.0,2007.0,2007,11.0,11.0,0.0,1
28434,121,1500000.0,159,670,1,2009.0,2012.0,2012,3.0,3.0,0.0,1
28451,301,70000.0,61,288,1,2010.0,2010.0,2010,0.0,0.0,0.0,0
28453,47,1900000.0,155,39,1,2005.0,2008.0,2008,3.0,3.0,0.0,0
28459,203,250000.0,131,569,1,2006.0,2006.0,2006,0.0,0.0,0.0,1
28468,226,200000.0,0,172,1,2007.0,2007.0,2007,0.0,0.0,0.0,0
28486,265,14000000.0,140,317,2,2003.0,2008.0,2009,5.0,6.0,1.0,1
28488,1,42000000.0,17,666,3,2000.0,2000.0,2001,0.0,1.0,1.0,1
28496,29,43000000.0,131,233,2,2006.0,2007.0,2010,1.0,4.0,3.0,1
28498,363,30920000.0,36,535,2,2000.0,2005.0,2006,5.0,6.0,1.0,1
28510,210,5000000.0,30,256,1,2001.0,2010.0,2010,9.0,9.0,0.0,1
28527,286,6000999.0,131,569,2,1998.0,2007.0,2010,9.0,12.0,3.0,1
28550,276,3282327.0,131,573,3,2010.0,2011.0,2012,1.0,2.0,1.0,1
28553,79,19250000.0,131,432,3,0.0,2006.0,2009,0.0,0.0,3.0,1
28557,365,1500000.0,44,268,1,2012.0,2013.0,2013,1.0,1.0,0.0,0
28563,30,100000.0,131,432,1,2013.0,2013.0,2013,0.0,0.0,0.0,0
28591,289,0.0,154,696,1,0.0,2007.0,2007,0.0,0.0,0.0,1
28605,232,0.0,104,449,1,2011.0,2011.0,2011,0.0,0.0,0.0,0
28607,146,6500000.0,131,486,1,0.0,2008.0,2008,0.0,0.0,0.0,1
28641,29,25000000.0,131,570,2,2000.0,2003.0,2006,3.0,6.0,3.0,1
28646,145,4225311.0,6,299,1,1999.0,2012.0,2012,13.0,13.0,0.0,1
28650,29,55702727.0,6,299,4,1999.0,2009.0,2011,10.0,12.0,2.0,1
28652,309,135000.0,131,166,1,2013.0,2013.0,2013,0.0,0.0,0.0,0
28659,115,11000000.0,131,432,1,2002.0,2006.0,2006,4.0,4.0,0.0,1
28661,79,3170000.0,131,486,1,2002.0,2007.0,2007,5.0,5.0,0.0,0
28674,146,125964844.0,131,432,4,2004.0,2006.0,2014,2.0,10.0,8.0,0
28678,146,130003458.0,131,450,7,0.0,2006.0,2012,0.0,0.0,6.0,0
28698,29,20000000.0,137,567,1,0.0,2010.0,2010,0.0,0.0,0.0,0
28700,29,2269779.0,87,372,2,2004.0,2009.0,2010,5.0,6.0,1.0,0
28705,79,0.0,104,449,1,0.0,2011.0,2011,0.0,0.0,0.0,1
28709,373,20000000.0,131,361,2,2009.0,2011.0,2012,2.0,3.0,1.0,1
28712,152,80000000.0,131,486,3,2010.0,2010.0,2013,0.0,3.0,3.0,1
28737,363,2500000.0,17,454,1,2005.0,2009.0,2009,4.0,4.0,0.0,0
28741,362,200000.0,131,486,1,2006.0,2007.0,2007,1.0,1.0,0.0,0
28746,115,15000000.0,131,580,1,1999.0,2005.0,2005,6.0,6.0,0.0,1
28747,167,13000000.0,13,24,2,2000.0,2005.0,2006,5.0,6.0,1.0,1
28748,309,25000000.0,131,624,1,2003.0,2005.0,2005,2.0,2.0,0.0,1
28753,363,25000000.0,11,38,1,1999.0,2006.0,2006,7.0,7.0,0.0,1
28754,145,6480000.0,131,166,1,2001.0,2006.0,2006,5.0,5.0,0.0,1
28761,137,132885.0,30,139,3,2010.0,2011.0,2012,1.0,2.0,1.0,0
28766,289,14000000.0,131,580,1,2003.0,2006.0,2006,3.0,3.0,0.0,0
28771,363,18000000.0,131,486,1,2000.0,2006.0,2006,6.0,6.0,0.0,1
28777,309,2700000.0,131,166,1,1990.0,2007.0,2007,17.0,17.0,0.0,1
28803,286,0.0,131,570,6,1997.0,1998.0,2004,1.0,7.0,6.0,1
28804,226,0.0,131,432,1,1994.0,1995.0,1995,1.0,1.0,0.0,1
28805,29,45457543.0,104,695,1,0.0,2013.0,2013,0.0,0.0,0.0,0
28816,126,4000000.0,79,97,1,1996.0,2011.0,2011,15.0,15.0,0.0,0
28823,137,20950000.0,11,38,3,0.0,2004.0,2009,0.0,0.0,5.0,1
28826,117,500000.0,137,321,1,2010.0,2011.0,2011,1.0,1.0,0.0,0
28832,309,6316226.0,135,16,4,1995.0,2009.0,2011,14.0,16.0,2.0,1
28833,309,5689647.0,159,278,1,2006.0,2010.0,2010,4.0,4.0,0.0,1
28835,309,6000000.0,131,486,1,2002.0,2005.0,2005,3.0,3.0,0.0,1
28840,286,12000000.0,17,692,1,1996.0,2009.0,2009,13.0,13.0,0.0,1
28841,102,0.0,30,548,2,2001.0,2013.0,2014,12.0,13.0,1.0,0
28843,115,8630000.0,131,432,1,1999.0,2006.0,2006,7.0,7.0,0.0,1
28850,222,15000000.0,6,10,2,2000.0,2004.0,2006,4.0,6.0,2.0,1
28861,29,1584998.0,79,362,2,2013.0,2013.0,2014,0.0,1.0,1.0,0
28869,29,2783950.0,137,209,2,2007.0,2010.0,2011,3.0,4.0,1.0,1
28883,198,17000000.0,17,169,2,2004.0,2008.0,2012,4.0,8.0,4.0,1
28892,29,1899999.0,123,429,2,0.0,2010.0,2011,0.0,0.0,1.0,1
28897,29,1746627.0,6,299,2,0.0,2011.0,2014,0.0,0.0,3.0,0
28907,29,58200000.0,30,139,3,2006.0,2009.0,2011,3.0,5.0,2.0,0
28914,204,61300600.0,140,593,4,0.0,2007.0,2010,0.0,0.0,3.0,0
28923,309,4750000.0,79,583,3,2003.0,2003.0,2005,0.0,2.0,2.0,1
28928,286,1624800.0,131,432,1,2002.0,2010.0,2010,8.0,8.0,0.0,0
28929,47,4100000.0,131,166,1,0.0,2010.0,2010,0.0,0.0,0.0,0
28975,171,1100000.0,79,489,3,2000.0,2000.0,2003,0.0,3.0,3.0,1
28982,145,1617252.0,111,668,3,2011.0,2011.0,2013,0.0,2.0,2.0,1
28994,198,662000.0,82,681,1,2008.0,2012.0,2012,4.0,4.0,0.0,0
29014,289,66000000.0,6,327,3,2005.0,2005.0,2006,0.0,1.0,1.0,1
29017,126,20580000.0,17,22,1,0.0,2006.0,2006,0.0,0.0,0.0,1
29024,264,545000.0,131,569,1,2009.0,2009.0,2009,0.0,0.0,0.0,0
29028,115,28200000.0,131,573,3,0.0,2005.0,2009,0.0,0.0,4.0,1
29042,305,2649997.0,131,569,4,2011.0,2012.0,2013,1.0,2.0,1.0,1
29052,226,1250000.0,140,593,1,2005.0,2005.0,2005,0.0,0.0,0.0,1
29055,171,3500000.0,144,152,2,2008.0,2010.0,2011,2.0,3.0,1.0,1
29059,216,400000.0,17,440,1,2005.0,2010.0,2010,5.0,5.0,0.0,0
29072,211,19500000.0,17,74,3,2006.0,2008.0,2012,2.0,6.0,4.0,1
29086,32,4300000.0,131,94,4,2011.0,2011.0,2013,0.0,2.0,2.0,1
29089,309,12010000.0,38,364,2,2010.0,2011.0,2011,1.0,1.0,0.0,1
29122,346,27063781.0,104,449,4,2007.0,2007.0,2010,0.0,3.0,3.0,1
29146,148,1135000.0,135,577,1,2001.0,2010.0,2010,9.0,9.0,0.0,0
29147,210,49800000.0,131,413,1,0.0,2008.0,2008,0.0,0.0,0.0,1
29151,336,4000000.0,38,177,2,2010.0,2012.0,2013,2.0,3.0,1.0,0
29154,309,4000000.0,131,432,1,2000.0,2007.0,2007,7.0,7.0,0.0,1
29158,224,64649056.0,11,38,5,2003.0,2005.0,2012,2.0,9.0,7.0,0
29161,268,20000.0,104,449,1,2013.0,2013.0,2013,0.0,0.0,0.0,0
29163,1,9500000.0,79,362,2,2004.0,2005.0,2006,1.0,2.0,1.0,0
29181,29,46819000.0,131,166,2,0.0,2011.0,2012,0.0,0.0,1.0,1
29185,29,5000000.0,137,515,1,0.0,2009.0,2009,0.0,0.0,0.0,1
29186,146,9000000.0,137,567,1,0.0,2009.0,2009,0.0,0.0,0.0,1
29195,289,15247925.0,17,62,3,2001.0,2005.0,2009,4.0,8.0,4.0,1
29196,126,3660000.0,131,94,1,0.0,2013.0,2013,0.0,0.0,0.0,1
29198,362,350000.0,110,479,1,2004.0,2010.0,2010,6.0,6.0,0.0,1
29201,145,7542266.0,131,486,2,1997.0,2010.0,2011,13.0,14.0,1.0,1
29215,210,44800000.0,131,569,4,2008.0,2008.0,2010,0.0,2.0,2.0,1
29218,339,1200000.0,30,139,1,2009.0,2010.0,2010,1.0,1.0,0.0,0
29232,363,41815432.0,131,486,4,2007.0,2009.0,2011,2.0,4.0,2.0,1
29256,40,13000000.0,131,569,3,2006.0,2006.0,2010,0.0,4.0,4.0,1
29260,115,11544000.0,131,432,4,2006.0,2008.0,2012,2.0,6.0,4.0,1
29269,1,12950000.0,131,569,2,1999.0,2005.0,2009,6.0,10.0,4.0,1
29272,168,20750000.0,131,432,2,2008.0,2010.0,2010,2.0,2.0,0.0,1
29291,115,119000000.0,131,87,4,2004.0,2007.0,2009,3.0,5.0,2.0,1
29306,50,70000000.0,137,567,5,2007.0,2007.0,2012,0.0,5.0,5.0,0
29312,146,40000000.0,131,242,2,1991.0,2011.0,2011,20.0,20.0,0.0,0
29319,289,53547934.0,123,189,5,0.0,2006.0,2012,0.0,0.0,6.0,1
29321,286,29000001.0,121,513,6,1999.0,2005.0,2010,6.0,11.0,5.0,1
29342,145,4996500.0,131,242,1,0.0,2010.0,2010,0.0,0.0,0.0,0
29352,210,0.0,56,264,1,2012.0,2012.0,2012,0.0,0.0,0.0,0
29379,25,2000000.0,131,569,1,2011.0,2011.0,2011,0.0,0.0,0.0,1
29416,276,13000000.0,104,449,2,2012.0,2013.0,2013,1.0,1.0,0.0,1
29457,47,54000000.0,131,56,3,2007.0,2007.0,2010,0.0,3.0,3.0,0
29471,309,0.0,131,569,1,2007.0,2008.0,2008,1.0,1.0,0.0,0
29494,309,29500000.0,131,569,2,2001.0,2007.0,2007,6.0,6.0,0.0,1
29518,79,0.0,131,569,2,2008.0,2009.0,2009,1.0,1.0,0.0,1
29522,325,0.0,137,567,1,2007.0,2014.0,2014,7.0,7.0,0.0,0
29529,210,0.0,131,569,1,2010.0,2010.0,2010,0.0,0.0,0.0,0
29530,210,248502.0,131,570,1,1994.0,2009.0,2009,15.0,15.0,0.0,1
29558,309,12000000.0,131,570,1,2004.0,2007.0,2007,3.0,3.0,0.0,0
29573,210,50000000.0,30,303,1,1999.0,2007.0,2007,8.0,8.0,0.0,1
29580,29,49500000.0,77,353,1,0.0,2008.0,2008,0.0,0.0,0.0,0
29581,146,45447308.0,131,450,2,0.0,2009.0,2012,0.0,0.0,3.0,0
29592,309,8952784.0,105,85,2,2006.0,2011.0,2013,5.0,7.0,2.0,0
29636,286,6500000.0,30,351,1,0.0,2006.0,2006,0.0,0.0,0.0,0
29641,210,0.0,131,569,2,2005.0,2010.0,2010,5.0,5.0,0.0,0
29652,158,2800000.0,138,579,3,2006.0,2006.0,2008,0.0,2.0,2.0,1
29660,210,1700000.0,79,362,1,2010.0,2011.0,2011,1.0,1.0,0.0,0
29663,363,2947189.0,159,128,2,2011.0,2013.0,2013,2.0,2.0,0.0,1
29666,160,8500000.0,131,569,2,2009.0,2012.0,2013,3.0,4.0,1.0,1
29668,226,850000.0,75,337,3,2011.0,2011.0,2013,0.0,2.0,2.0,1
29675,264,12000000.0,11,38,1,0.0,2005.0,2005,0.0,0.0,0.0,1
29680,8,1000000.0,17,173,1,2001.0,2008.0,2008,7.0,7.0,0.0,1
29688,29,339153.0,135,561,3,2011.0,2012.0,2014,1.0,3.0,2.0,0
29708,8,3300000.0,131,569,2,2006.0,2007.0,2008,1.0,2.0,1.0,1
29715,228,65000000.0,61,288,1,0.0,2011.0,2011,0.0,0.0,0.0,1
29723,198,600000.0,31,141,1,2011.0,2013.0,2013,2.0,2.0,0.0,0
29731,115,206800.0,137,600,3,0.0,2010.0,2011,0.0,0.0,1.0,1
29772,149,48062500.0,116,376,3,0.0,2010.0,2012,0.0,0.0,2.0,1
29797,289,8100000.0,131,363,2,2004.0,2008.0,2010,4.0,6.0,2.0,1
29819,109,607260.0,131,33,2,2007.0,2009.0,2009,2.0,2.0,0.0,1
29824,186,38900000.0,11,38,4,2003.0,2005.0,2014,2.0,11.0,9.0,1
29831,63,330000.0,131,432,1,2013.0,2014.0,2014,1.0,1.0,0.0,0
29834,47,17459444.0,131,486,2,2008.0,2010.0,2011,2.0,3.0,1.0,1
29842,316,7650097.0,131,580,2,2010.0,2010.0,2011,0.0,1.0,1.0,1
29886,79,5000.0,131,468,1,2010.0,2011.0,2011,1.0,1.0,0.0,0
29893,210,8000000.0,123,522,1,1984.0,2005.0,2005,21.0,21.0,0.0,0
29896,309,12500000.0,17,666,1,0.0,2006.0,2006,0.0,0.0,0.0,1
29902,102,1500000.0,30,139,1,2011.0,2011.0,2011,0.0,0.0,0.0,0
29906,137,36000000.0,104,449,2,2003.0,2008.0,2010,5.0,7.0,2.0,1
29936,316,23000000.0,131,570,2,2007.0,2009.0,2009,2.0,2.0,0.0,1
29937,309,3000000.0,131,570,1,0.0,2009.0,2009,0.0,0.0,0.0,1
29952,29,3000000.0,105,199,1,0.0,2009.0,2009,0.0,0.0,0.0,1
29962,137,1945000.0,63,200,1,2011.0,2012.0,2012,1.0,1.0,0.0,0
29975,309,15000000.0,17,701,2,2003.0,2005.0,2007,2.0,4.0,2.0,0
29994,349,93400000.0,6,299,3,2012.0,2012.0,2013,0.0,1.0,1.0,1
29995,8,1499999.0,36,1,1,2012.0,2013.0,2013,1.0,1.0,0.0,0
30007,79,0.0,104,449,1,2005.0,2005.0,2005,0.0,0.0,0.0,1
30031,336,3250000.0,140,593,2,2009.0,2010.0,2010,1.0,1.0,0.0,1
30034,336,0.0,131,569,1,2007.0,2008.0,2008,1.0,1.0,0.0,0
30040,210,0.0,104,449,1,0.0,2010.0,2010,0.0,0.0,0.0,1
30041,264,120000.0,131,427,1,2008.0,2008.0,2008,0.0,0.0,0.0,0
30043,309,7000000.0,131,569,1,1996.0,2005.0,2005,9.0,9.0,0.0,1
30044,1,1000000.0,104,449,1,2010.0,2011.0,2011,1.0,1.0,0.0,1
30057,101,1000000.0,17,99,1,2007.0,2011.0,2011,4.0,4.0,0.0,0
30061,54,1000000.0,140,593,1,2008.0,2010.0,2010,2.0,2.0,0.0,1
30070,1,2000000.0,140,52,1,0.0,2010.0,2010,0.0,0.0,0.0,1
30090,79,0.0,140,52,1,2004.0,2007.0,2007,3.0,3.0,0.0,1
30093,291,185000.0,131,569,1,2013.0,2014.0,2014,1.0,1.0,0.0,1
30111,79,6000000.0,104,449,1,2003.0,2007.0,2007,4.0,4.0,0.0,1
30112,137,549970.0,104,449,1,2011.0,2013.0,2013,2.0,2.0,0.0,0
30123,154,26000000.0,148,618,4,2009.0,2010.0,2013,1.0,4.0,3.0,0
30132,126,12000000.0,159,77,1,1989.0,2013.0,2013,24.0,24.0,0.0,0
30136,370,5000000.0,79,61,1,2006.0,2007.0,2007,1.0,1.0,0.0,0
30145,198,2071500.0,135,561,3,2009.0,2009.0,2011,0.0,2.0,2.0,0
30152,170,3175000.0,104,449,2,2011.0,2010.0,2013,-1.0,2.0,3.0,0
30168,210,185000.0,131,56,2,2011.0,2012.0,2013,1.0,2.0,1.0,0
30171,115,2510000.0,117,592,3,2004.0,2011.0,2013,7.0,9.0,2.0,0
30183,17,16600000.0,104,449,5,2006.0,2006.0,2011,0.0,5.0,5.0,1
30199,363,800000.0,131,486,1,2005.0,2006.0,2006,1.0,1.0,0.0,0
30207,145,12209831.0,9,13,2,2003.0,2007.0,2012,4.0,9.0,5.0,1
30215,124,0.0,131,33,1,0.0,2008.0,2008,0.0,0.0,0.0,1
30221,309,25000000.0,135,478,2,1996.0,2005.0,2009,9.0,13.0,4.0,1
30228,29,60158333.0,105,516,4,0.0,2009.0,2013,0.0,0.0,4.0,1
30244,282,5240000.0,2,147,1,1992.0,2005.0,2005,13.0,13.0,0.0,1
30251,316,10000000.0,17,74,1,0.0,2008.0,2008,0.0,0.0,0.0,1
30253,210,13000000.0,131,486,2,2010.0,2011.0,2012,1.0,2.0,1.0,1
30261,29,3100000.0,140,593,2,0.0,2011.0,2013,0.0,0.0,2.0,0
30289,210,0.0,131,56,1,2007.0,2007.0,2007,0.0,0.0,0.0,0
30296,274,5000000.0,131,569,1,2008.0,2010.0,2010,2.0,2.0,0.0,0
30316,6,3750000.0,131,569,2,2007.0,2007.0,2009,0.0,2.0,2.0,0
30322,309,0.0,131,530,1,0.0,2011.0,2011,0.0,0.0,0.0,0
30324,219,20000.0,104,449,1,2009.0,2009.0,2009,0.0,0.0,0.0,0
30350,171,2345000.0,17,99,4,2009.0,2009.0,2010,0.0,1.0,1.0,1
30352,136,16000000.0,137,600,2,2007.0,2010.0,2013,3.0,6.0,3.0,1
30364,63,12800000.0,117,592,1,1997.0,2005.0,2005,8.0,8.0,0.0,1
30371,32,27300000.0,38,76,3,2006.0,2006.0,2009,0.0,3.0,3.0,1
30374,79,4000000.0,105,403,2,2007.0,2008.0,2009,1.0,2.0,1.0,0
30391,79,1200000.0,131,569,1,2010.0,2010.0,2010,0.0,0.0,0.0,1
30403,115,4332943.0,101,84,5,1985.0,2010.0,2014,25.0,29.0,4.0,1
30404,115,26750000.0,17,344,3,2003.0,2006.0,2011,3.0,8.0,5.0,1
30410,148,3250000.0,17,697,5,1997.0,2008.0,2009,11.0,12.0,1.0,1
30435,309,500000.0,32,145,1,2003.0,2008.0,2008,5.0,5.0,0.0,1
30437,145,12850012.0,96,387,4,0.0,2007.0,2012,0.0,0.0,5.0,1
30440,248,27000000.0,140,593,3,2002.0,2005.0,2010,3.0,8.0,5.0,0
30446,363,5500000.0,17,95,1,0.0,2009.0,2009,0.0,0.0,0.0,1
30447,363,70250000.0,131,101,4,2000.0,2005.0,2009,5.0,9.0,4.0,1
30449,210,6000000.0,104,449,3,2010.0,2011.0,2012,1.0,2.0,1.0,1
30450,210,4500000.0,140,593,2,2006.0,2006.0,2009,0.0,3.0,3.0,1
30460,309,18000000.0,131,580,1,2004.0,2006.0,2006,2.0,2.0,0.0,1
30461,29,9250150.0,15,153,1,2009.0,2012.0,2012,3.0,3.0,0.0,1
30467,301,23903060.0,131,573,4,2004.0,2006.0,2010,2.0,6.0,4.0,1
30487,346,122000000.0,131,432,7,2007.0,2007.0,2013,0.0,6.0,6.0,1
30508,372,970000.0,104,449,2,2011.0,2011.0,2012,0.0,1.0,1.0,0
30518,210,35265.0,131,569,1,2010.0,2011.0,2011,1.0,1.0,0.0,1
30519,116,14264323.0,30,139,6,2006.0,2007.0,2012,1.0,6.0,5.0,1
30526,20,9000000.0,17,74,2,2011.0,2011.0,2012,0.0,1.0,1.0,1
30530,264,10000000.0,38,266,1,0.0,2011.0,2011,0.0,0.0,0.0,0
30542,309,16000000.0,17,74,1,1999.0,2000.0,2000,1.0,1.0,0.0,1
30551,191,700000.0,30,139,1,2010.0,2011.0,2011,1.0,1.0,0.0,0
30567,137,3000000.0,131,94,1,2008.0,2010.0,2010,2.0,2.0,0.0,1
30577,79,10000000.0,131,530,1,0.0,2008.0,2008,0.0,0.0,0.0,1
30600,309,4000000.0,61,619,1,2000.0,2007.0,2007,7.0,7.0,0.0,1
30603,36,48000000.0,131,569,3,1998.0,1999.0,2000,1.0,2.0,1.0,1
30644,167,2250000.0,79,362,2,2007.0,2008.0,2011,1.0,4.0,3.0,1
30653,309,186000000.0,131,624,3,1999.0,1999.0,2000,0.0,1.0,1.0,1
30664,363,517018.0,17,95,1,2000.0,2009.0,2009,9.0,9.0,0.0,1
30669,8,103100000.0,104,449,7,2005.0,2003.0,2013,-2.0,8.0,10.0,1
30671,309,10849999.0,140,593,3,2008.0,2008.0,2012,0.0,4.0,4.0,0
30677,167,225000.0,36,300,1,0.0,2014.0,2014,0.0,0.0,0.0,1
30680,282,7600000.0,131,569,3,2008.0,2008.0,2013,0.0,5.0,5.0,1
30683,29,81235886.0,131,580,3,2004.0,2008.0,2013,4.0,9.0,5.0,1
30694,102,1475000.0,104,449,4,2010.0,2009.0,2010,-1.0,0.0,1.0,0
30698,115,6000000.0,159,58,1,2004.0,2007.0,2007,3.0,3.0,0.0,1
30700,309,4000000.0,109,571,3,2006.0,2007.0,2011,1.0,5.0,4.0,1
30704,128,0.0,30,139,1,2000.0,2004.0,2004,4.0,4.0,0.0,1
30708,47,132000000.0,131,274,1,2002.0,2008.0,2008,6.0,6.0,0.0,1
30727,309,43000000.0,131,413,2,2000.0,2006.0,2007,6.0,7.0,1.0,0
30739,148,2089110.0,140,52,1,2011.0,2011.0,2011,0.0,0.0,0.0,0
30750,284,7500000.0,135,16,3,2006.0,2006.0,2010,0.0,4.0,4.0,1
30752,146,5269376.0,93,416,2,2007.0,2009.0,2010,2.0,3.0,1.0,0
30765,309,500000.0,131,573,1,2010.0,2010.0,2010,0.0,0.0,0.0,0
30776,102,2000000.0,104,449,1,2008.0,2009.0,2009,1.0,1.0,0.0,1
30784,309,21000000.0,78,301,2,1976.0,2005.0,2007,29.0,31.0,2.0,1
30793,373,100000.0,6,299,1,2010.0,2011.0,2011,1.0,1.0,0.0,0
30801,102,0.0,159,128,1,2009.0,2009.0,2009,0.0,0.0,0.0,0
30835,29,26500000.0,123,629,1,0.0,2007.0,2007,0.0,0.0,0.0,0
30842,210,5163408.0,131,432,2,2011.0,2011.0,2012,0.0,1.0,1.0,1
30844,29,5743342.0,131,94,2,1997.0,2007.0,2010,10.0,13.0,3.0,0
30846,346,0.0,105,675,1,1997.0,2007.0,2007,10.0,10.0,0.0,1
30874,309,3000000.0,6,299,1,0.0,2005.0,2005,0.0,0.0,0.0,1
30889,145,14034692.0,32,394,1,0.0,2010.0,2010,0.0,0.0,0.0,1
30897,210,41346439.0,137,321,6,2004.0,2005.0,2011,1.0,7.0,6.0,1
30953,208,3800000.0,11,38,4,2008.0,2008.0,2010,0.0,2.0,2.0,1
30970,309,13500000.0,17,666,2,2002.0,2006.0,2008,4.0,6.0,2.0,1
30987,79,6500000.0,11,38,2,2011.0,2011.0,2013,0.0,2.0,2.0,0
30995,309,12000000.0,131,166,1,1997.0,2005.0,2005,8.0,8.0,0.0,1
31006,115,7500000.0,131,432,2,2008.0,2008.0,2009,0.0,1.0,1.0,1
31010,60,14400000.0,104,449,5,2006.0,2007.0,2009,1.0,3.0,2.0,1
31014,137,23300000.0,131,569,3,2007.0,2007.0,2009,0.0,2.0,2.0,1
31035,102,2111760.0,135,561,2,1995.0,2009.0,2011,14.0,16.0,2.0,0
31037,304,20500000.0,131,569,4,1995.0,2007.0,2010,12.0,15.0,3.0,1
31117,336,20400000.0,104,449,3,2008.0,2008.0,2011,0.0,3.0,3.0,1
31121,145,41289900.0,131,486,6,2004.0,2006.0,2012,2.0,8.0,6.0,1
31164,145,350000.0,141,615,1,2007.0,2008.0,2008,1.0,1.0,0.0,0
31171,282,2000000.0,131,166,1,0.0,2006.0,2006,0.0,0.0,0.0,1
31173,64,10000000.0,131,530,1,2002.0,2005.0,2005,3.0,3.0,0.0,0
31174,115,21170000.0,131,570,4,2002.0,2006.0,2010,4.0,8.0,4.0,1
31177,309,105500000.0,137,567,2,1998.0,2009.0,2013,11.0,15.0,4.0,1
